0.180880 0.191010 0.214630 -21.121000 28.216000 3.747300
-0.202470 -0.066282 0.108290 -6.713800 -15.551000 1.124600
0.193270 0.062705 0.158520 50.495998 -13.787000 9.922100
0.053802 0.041863 -0.187050 -10.582000 15.810000 13.442000
-0.151560 -0.146850 0.047185 9.637200 3.362400 8.853400
0.069486 0.148770 0.189750 -10.829000 -11.113000 -9.662900
0.130170 -0.172180 0.139630 4.533200 1.093400 16.789000
0.232780 -0.215970 -0.437980 -9.152500 5.056700 19.903999
-0.179780 -0.071911 -0.020349 5.426900 6.628800 2.857200
-0.143280 -0.075543 0.144460 -10.749000 -12.340000 9.542800
-0.012944 0.100650 0.154400 1.056100 -1.314500 13.222000
1.849600 -2.073700 2.339100 19.257000 -19.660000 24.565001
0.058705 -0.183650 -0.117450 -29.063999 6.376500 -31.184999
0.101670 -0.248470 -0.233730 -20.447001 17.900999 28.801001
-0.238530 0.034050 0.002101 -14.399000 15.617000 16.968000
-0.039279 -0.162440 -0.069811 7.634000 11.975000 -12.343000
0.226710 -0.754150 -1.068700 5.115100 -0.075408 -1.765000
0.328260 0.289150 0.508150 12.251000 10.874000 11.964000
0.034418 -0.009488 -0.093336 -2.446500 2.733600 -1.260400
-0.022565 0.153540 -0.074512 3.302100 -17.091999 6.560700
-0.049865 -0.025971 0.104270 -4.918200 6.192400 15.822000
-0.095637 0.131240 -0.070263 -20.573999 -8.818200 -12.588000
-0.029658 0.075479 -0.095226 6.757500 -3.805300 4.536200
0.075876 0.326640 0.021108 -4.432600 29.020000 9.883300
0.094741 -0.598880 -0.374420 0.736550 -30.275000 -4.113300
-0.041898 0.054805 -0.200460 7.257400 6.370400 -4.283800
0.635280 -0.254710 -0.666340 20.537001 -4.463100 -17.669001
-0.030368 0.284680 0.118220 1.367900 10.161000 -4.918600
-0.227060 -0.211800 -0.234880 -16.546000 -17.660000 -5.757700
0.153200 0.111450 0.503680 -1.353000 5.348200 -9.115900
-0.108840 -0.103510 -0.038269 11.017000 -12.589000 9.003800
0.149490 0.241820 0.274620 11.770000 10.841000 10.041000
0.274570 -0.620230 -0.430130 -13.477000 6.107600 14.136000
-0.036741 0.029048 -0.110930 35.458000 -14.371000 -5.086300
0.145540 0.020354 -0.055576 10.813000 -1.368100 29.458000
0.535720 -0.695940 -0.056725 -7.046700 1.824400 2.177800
-0.032329 -0.183700 0.104450 2.505100 -9.257000 -14.277000
0.349580 -0.256030 0.193940 -3.198400 1.317900 12.180000
0.251700 0.855880 0.036930 21.962999 44.650002 0.968580
0.055156 0.257250 -0.341730 -5.610500 -15.256000 -24.622999
0.215870 0.061287 0.450870 2.315000 6.435200 9.806400
-0.145650 -0.076134 0.305130 -0.877020 -4.547800 14.371000
-0.302690 -0.067007 -0.823340 0.973230 -1.634800 2.353400
0.139330 0.418530 0.168240 16.591999 30.858000 -0.150780
0.018783 0.124620 -0.019467 -9.228000 22.826000 -16.851000
0.006520 0.118060 -0.181180 1.132000 -3.109900 12.105000
-0.189790 -0.100310 0.111010 -1.261900 5.437500 -0.980910
-0.223250 -0.322380 0.098554 12.003000 15.173000 -12.794000
0.096410 -0.412260 0.317950 4.453000 -22.801001 31.624001
0.053360 -0.019016 0.477940 2.109400 8.458700 -12.028000
-0.369060 -0.071679 -0.197530 -9.437600 12.646000 14.570000
0.259070 0.121800 -0.321880 0.599630 7.103700 -4.261300
-0.160580 0.351470 0.091259 16.271000 -8.729900 -7.628900
0.022279 0.358440 0.170070 -4.869900 -12.077000 -6.251000
0.308640 -0.092473 -0.099182 9.167500 -2.846500 0.711640
0.041792 -0.100630 -0.006644 13.748000 -4.409900 -15.985000
-0.014695 -0.220780 -0.304100 0.738860 0.780990 0.379880
