0.067278 -0.149180 -0.151690 -5.724625 1.190453 1.713421
-0.069261 -0.094399 0.094161 -9.562006 -0.087431 -2.106040
0.036918 -0.006196 0.096891 2.776462 3.344075 -6.922846
0.045534 -0.006754 0.092249 8.940213 9.659202 -5.186702
0.013728 0.019462 -0.035837 17.745047 10.798465 6.707840
-0.121080 0.041022 -0.124970 -6.269415 0.919385 -3.729468
0.133390 -0.071756 -0.121560 7.475212 -1.187223 -8.025411
0.068167 -0.019497 0.025620 14.126021 -3.730860 8.744192
0.047813 -0.060630 -0.006628 -5.446215 3.712603 -7.857864
-0.004716 -0.008299 -0.096656 1.310649 1.260148 -16.187746
-0.103480 0.100060 0.155950 3.472740 -0.358996 2.528668
-0.246470 -0.052352 -0.141640 14.407928 -0.780276 16.215821
0.054767 -0.026025 0.072933 3.780462 6.570722 1.547986
-0.022867 -0.042638 0.161910 0.829403 2.330331 -7.755925
-0.064476 0.265520 0.045973 10.296685 -21.407821 -8.893237
0.084193 -0.415380 0.099266 -3.941772 3.247087 1.506023
-0.039548 -0.070699 -0.077581 1.272710 -1.036045 -1.894781
0.040591 -0.030371 -0.126210 11.989025 5.314075 7.652566
-0.021163 -0.058525 -0.085275 -1.591481 -1.472826 -3.546102
0.049264 -0.051584 -0.092804 5.491189 -2.964956 -2.529716
0.006235 -0.064403 0.049344 -11.087781 13.230362 -5.898159
0.045391 0.078015 -0.014816 -4.137453 -0.873379 7.762180
0.016984 -0.123400 -0.108850 -4.107880 0.050985 0.223290
0.062071 0.069788 -0.058856 3.341114 1.579501 5.712542
0.103550 -0.100970 0.198570 -9.377499 13.331967 -13.983059
0.061424 -0.037692 0.020936 -7.430520 13.959836 -2.060242
0.056995 0.415610 0.220580 -6.912254 -9.008818 -1.958218
0.033527 0.005098 -0.111510 4.419275 -13.830763 -10.287406
-0.015504 -0.065809 0.122740 -2.641785 0.132432 -6.647783
0.137700 -0.231590 0.144520 -20.561105 16.492645 -6.238245
0.101080 0.099068 -0.045410 -1.204123 -5.396414 2.586736
0.009590 0.033374 -0.023737 -13.909275 2.904015 -11.929055
0.013279 -0.022858 -0.041000 -9.996001 -25.782944 0.213641
0.010326 -0.154220 0.198670 2.222145 -2.527188 -4.970012
-0.084310 0.068180 -0.063971 19.726209 -2.779909 5.034466
0.074711 0.030529 0.322450 -2.633157 1.264542 -14.373549
-0.078798 -0.242900 0.122120 17.013669 2.095384 -2.639318
-0.016508 -0.240710 0.098990 -1.891779 10.998027 -5.428249
-0.070157 0.088908 0.050536 4.123246 -13.346280 -11.094834
-0.051220 -0.123650 -0.018999 -4.656205 -3.125994 -2.777376
-0.014181 0.013694 -0.010341 -15.523987 3.672986 -5.506998
-0.217350 0.413170 0.197120 3.813532 -6.083299 -4.371098
-0.008610 0.025216 0.005191 11.865055 -0.645473 9.319470
-0.202320 0.271790 -0.092657 0.434014 -2.439322 -9.772908
0.174130 -0.144810 -0.034934 -24.847958 17.273448 -3.598780
0.077114 0.165440 0.146760 -5.034033 8.016683 13.512681
0.066121 -0.842090 0.610160 3.614788 -9.913696 14.527541
0.035941 -0.038719 -0.075081 11.542850 9.671219 2.772905
