-0.104340 -0.056050 -0.089251 2.755500 4.781700 -5.517900
0.411450 0.081569 -0.715580 8.213100 0.235670 -14.639000
0.029720 0.025990 0.069735 -4.094600 14.102000 8.773000
-0.114100 0.005191 0.061131 -4.610800 -3.623400 16.767000
-0.178320 0.085176 -0.386360 1.535400 1.022300 -0.314340
0.035407 -0.018463 -0.010896 -9.354300 7.406200 4.453800
-0.022331 -0.025728 -0.024923 13.972000 5.884800 3.791500
-0.337100 0.021708 -0.105240 -8.532200 0.244130 -3.008900
-0.087869 0.026901 -0.102750 5.020100 -7.352400 5.890200
-0.022533 0.013858 -0.047604 10.360000 1.945800 9.593800
-0.089752 0.151260 -0.006450 -4.841000 -5.589200 3.082200
0.100870 -0.093641 -0.060245 7.483900 1.552200 -7.545000
0.453190 0.012271 -0.250670 10.921000 2.211700 -10.012000
0.041477 -0.001548 -0.076490 8.989400 -12.523000 -18.472000
-0.025808 -0.248090 0.021038 -2.640200 15.779000 -4.157300
0.026719 0.017506 0.015683 7.422800 -9.006600 -11.438000
0.066181 -0.012845 0.469320 -5.721600 3.627000 -24.739000
0.030055 -0.036591 0.019046 22.722000 -14.170000 6.139400
0.036141 -0.082366 0.034807 -2.651600 11.341000 -4.608900
0.081617 -0.097944 0.057445 -5.883000 0.501190 8.767500
-0.126110 -0.001312 -0.102860 8.762700 3.904200 8.493800
0.042471 0.041478 0.036147 4.448400 5.538600 5.187800
-0.037824 0.036739 0.007060 -5.369900 -5.713500 2.205300
-0.037859 0.115820 -0.125290 -0.422160 -2.469300 2.950100
0.010731 0.109460 0.037381 10.836000 -7.264300 -0.484440
-0.058346 0.046700 0.089572 2.934400 -4.731600 6.974100
-0.090721 -0.175380 0.193030 -0.230860 -10.737000 3.988700
-0.030978 0.021908 -0.048298 -2.010300 2.483100 -2.573200
-0.262610 0.116230 0.004381 8.284200 -8.045800 4.241900
0.074319 0.019501 -0.145260 -1.309600 9.810500 1.349400
